Discussion Topic,Visits count for the discussion,Username,User's post count,User's message
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,25s,44,من نمیتونم نظر بدم
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,25s,44,سلام بچه ها مشکل پیام ها حل شد بچه ها لطفا کمکم کنید من نمیتونم با نامزدم ارتباط برقرار کنم چیکارر کنم
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,25s,44,بچه ها یعنی هیچکی نیس به من کمک کنه
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,شکلک19,4932,
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,بهارگل69,877,منو لغو کاربری کنید لطفا
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,heli96,922,من و لغو کاربری کنین لطفا😓😓
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,تبسم۵۷,1121,سلام خانم تهرانی تاپیک من با عنوان بیایین شیطونی یاد هم بدیم مشکلی نداشت واقعا چرا بخاطر گزارش بیجا تاپیک رو میترکونین.؟؟
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,ايداااااا,24,سلام لطفن تاپيك منو حذف كنيد😭   3092427/تشخيص-اشتباه-جنسيت
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,راضیه11,697,3094758/اونایی-که-عقد-کردن-بیاین-دور-هم-باشیم?postId=100417554
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,imarix,54,تاپیک من حذف کنید لددددددفاااااااا3092861/تروخاک-عزیزاتون-کمکم-کنید
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,کوچه۱۲۳۴,552,اگه اینحا تایپیکارو حذف میکنن میشه اینم حذف کننtopic?topicId=3097094&slug=چطور-حرفمو-بزنم-که-همسری-ناراحت-نشه&postId=100490489
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,sadattbanooo,233,چجوری اسم کاربریمو عوض کنم؟؟؟؟
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,االیساجون,144,میخوام عکس بچم راتوقسمت عکساحذف کنم چطوری حذفش کنم،زودجواب بدید
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,االیساجون,144,الیساومحمدطاها
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,االیساجون,144,لطفاعکس الیساومحمدطاهاحذف کنید
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,***_لیلیان_***,6405,حذفش کنید فوری ممنون
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,22568,5209,topic?topicId=3025729&slug=این-مبل-هاخوبه-بخرم-عکس&postId=98320320
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,مشاور_زیبایی_الارو,69,سلام به روی ماهتوناز این کمپین الارو خبر دارین؟ در فرانسه آفتابی شویدبرند الار در آنژه فرانسه متولد شده و ضدآفتابهای متنوع و خاصی داره . ضدآفتابهای با پوشش کرم پودر الارو علاوه بر حفاظت در برابر آفتاب پوشش و دوام بالایی داره و پوست را صاف و بی نقص می کنه.با خرید هر محصولی از الارو ارسال کد شانزده رقمی روی لیبل اصالت آن را به 200089361 بفرستین و برنده سفر فرانسه و زادگاه الارو بشین . تا روز قرعه کشی که آبان ماه هست جعبه و لیبل اصالت را نزد خودتون نگه دارین
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣,41330,nasim_gh,109,سلانم لطفا این تاپیکو حذف کنید3118108/نامنظم-شدن-پریود
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣 ,41330,taranom99,102,سلام ..لطفا کاربری و تاپیک و پیامام حذف شود لطفا
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣 ,41330,miad_saeed,1706,فک کنم عوض نمممیشه
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣 ,41330,شیرکاکائوداغ,989,چرا کاربر قبلیمو بی دلیل ترکوندین ؟ از دیروز به تلگرامتون پیام دادم اما پاسخگو نیستین.اگه قوانین داره پس چرا خودتون انقد بی قانونین ؟
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣 ,41330,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣 ,41330,honey1373,4880,کجاست نامزدت؟
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣 ,41330,مهرسا۱۲۳,609,م
اطلاعیه 📣📣 کاربران عزیز توجه بفرمایید📣📣 ,41330,آهن,2671,سلام میشه سوال کلینیک منو حذف کنید ممنون
بیاین به خودمون برسیم دوست جونا,247901,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
بیاین به خودمون برسیم دوست جونا,247901,مامان_نیکی_جون,1572,من هفته ای دوبار کلسیم هفته ای دوبار امگا سه یا ایمدین هرروز مولتی دیلی میخورم
بیاین به خودمون برسیم دوست جونا,247901,مامان_نیکی_جون,1572,خانما اگر میتونین صبح ها شیر بادوم بخورین زیبایی عجیبی به پوست میده فوقالعاده پوست نرم و شفاف میشه من یه دوره میخوردم خیلی عالی بود الان تنبل شدم متاسفامه
بیاین به خودمون برسیم دوست جونا,247901,مونا_بلا,11075,من رفتم ازمایش کلى دادم  همه چى  خیلى هم هزینش نشد  با دفترچه حدود ٦٠تؤمن  شکر خدا قند و چربى و تیروئید و کم خونى و هیچى کلا نداشتم  فقط ویتامین دى کم داشتم  اونم امپول زدم حل شد   به نظرم خوبه سالى یکبار چکاب بشیم
بیاین به خودمون برسیم دوست جونا,247901,bestlady,16611,گوجه سبز عزیز ویتامین eواسه پوست صورت خیلی خوبه...انگار به سینه هم حجم میده عزیزم.
بیاین به خودمون برسیم دوست جونا,247901,مونا_بلا,11075,خیلى خوبه ما خانم ها افتاب بخوریم  ولى متاسفانه نمیشه  ما هم خونمون افتاب گیر نیست
بیاین به خودمون برسیم دوست جونا,247901,سیندرلا30206,3147,من بخاطر کم خونی که دارم شبی دوتا آهن (فیفول ) ماهی دوتا ویتامین دی  میخورم
بیاین به خودمون برسیم دوست جونا,247901,hakimeh65,6861,سلام خوبی  فتانه جون  خیلی تاپیک خوبیه عاشق این جور تاپیکام منم کلی به خودم میرسم پنج روز در هفته ورزش میکنم ماسک سفیده تخم مرغ و حنا و لیمو استفاده میکنم قرص آهن و زینک و ویتامین eاستفاده میکنم
بیاین به خودمون برسیم دوست جونا,247901,مامان_نیکی_جون,1572,گوچه سبز دیلی مولتی مارک نیچر مید رو هرروز بخور
بیاین به خودمون برسیم دوست جونا ,247901,shiva26,398,سلام فاطمه جون ممنون از تاپيك خوبت،من موهام كم پشته رشدش كمه خشكه و ريزش داره و مغز سرم پيداست دو سه ماه ديگه هم عروسيمه ب نظرت چكار كنم؟روغن كرچك و رزماري خوبه بزنم؟توروخدا زودتر جوابمو بده
بیاین به خودمون برسیم دوست جونا ,247901,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
بیاین به خودمون برسیم دوست جونا ,247901,hildashahabi,31,منم از مارک درمالاین استفاده میکنم و واقعا راضی هستم محصولات مراقبتی پوست و مو داره کرم هاش کیفیتشون عالی هست، قیمتشون هم مناسب هست
من راکوتان میخورم,1,kimkatrina,5997,راکوتان برا جوشات خوب بود؟
من راکوتان میخورم,1,ریچل_گرین71,1510,نه اصلالایه بردار نمیتونی بزنی لیزر؟!هیچی فقط ضدافتاب بزن تو آفتابم زیاد نرو
من راکوتان میخورم,1,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
من راکوتان میخورم,1,ریچل_گرین71,1510,🙄 اون قرص رو کل بدنتون تاثیر میذارهنه فقط صورتیه کلیپ دیدم دختری راکوتان میخورده و رفته لیزر کاش لینکشو داشتم میفرستادم برات پوستش سوخته بود
من راکوتان میخورم,1,ریچل_گرین71,1510,وقتی چشما و مو رو خشک میکنهوقتی رو کبد تاثیر داره و باید ازمایش مرتب داده شهتوروخدا قبل خوردن تحقیق کنید
من راکوتان میخورم,1,kimkatrina,5997,راکوتان برا جوشات خوب بود؟
من راکوتان میخورم,1,ریچل_گرین71,1510,نه اصلالایه بردار نمیتونی بزنی لیزر؟!هیچی فقط ضدافتاب بزن تو آفتابم زیاد نرو
من راکوتان میخورم,1,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
من راکوتان میخورم,1,ریچل_گرین71,1510,🙄 اون قرص رو کل بدنتون تاثیر میذارهنه فقط صورتیه کلیپ دیدم دختری راکوتان میخورده و رفته لیزر کاش لینکشو داشتم میفرستادم برات پوستش سوخته بود
من راکوتان میخورم,1,ریچل_گرین71,1510,وقتی چشما و مو رو خشک میکنهوقتی رو کبد تاثیر داره و باید ازمایش مرتب داده شهتوروخدا قبل خوردن تحقیق کنید
لیزر موهای صورت,1,_جوجوکوچولو_,848,من دوسه تا دونه رو چونم داشتم رفتم لیزر الان همه گردنم چونم پر شده موضخیم🥲
لیزر موهای صورت,1,maria_74,820,اگه کسی موهای صورتشو لیزر کرده منو لایک کنه
لیزر موهای صورت,1,جهارنا,6561,من خواهرم کرد ضخیم شد رون پاهاش هم ضخیم تر شد کلا پشیمونه
لیزر موهای صورت,1,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
لیزر موهای صورت,1,im_sahr,249,نه عزیزم واسه صورت من ک عالی شده
لیزر موهای صورت,1,خوشگل__خانووممم,198,اسم دستگاهتونو میشه بگید؟راضی بودید؟تیرگی رو برطرف کرد؟
لیزر موهای صورت,1,ava2332,2248,منم کردم خوب بود دیگه درنیمد
لیزر موهای صورت,1,مووفرفری,295,چرا رو بعضیا خوب درمیاد رو بعضی بدتر میشه؟😐😑
لیزر موهای صورت,1,خوشگل__خانووممم,198,اگه بشد که میری الکترولیز
لیزر موهای صورت,1,مهلا۷۲۷۲۷۲,1493,اگه موهای صورتتون ضخیم نیست بدتر میشهاینکارو نکنیدصورت واقعا ریسکهمن هر کی رو دیدم پشیمونهمگر اینکه زیر چونه یا پشت لب رو فقط اونم اگه ضخیم هست
لیزر موهای صورت,1,ava2332,2248,معمولی بود
لیزر موهای صورت,1,ava2332,2248,برای من نداشت
لیزر موهای صورت,1,itsnellin,846,برای من که افتضاح شد صورتم این اشتباهو نکن. ضخیم تر و بیشتر و سیاه تر میشه و دیگه خودتم بکشی از بین نمیرن. اشتباه منو نکن
لیزر موهای صورت,1,itsnellin,846,خوب کردی
لیزر موهای صورت ,1,im_sahr,249,نه خیلی ضخیم شده بود
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,malakehhhhhhhhh,3736,اسی چندماهه شنبلیله نیزنی ؟ موهات انقدری پرشده که محسوس باشه و بقیه بگن ؟
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,پادیلانتوس,2724,اسی جان.برای پرپشت شدن ابرو و مژه راهکاری داری؟ممنونم 🙏🙏🙏🌺🍀🌺
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,poppyyy,807,ریزش هورمونی چی؟
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,malakehhhhhhhhh,3736,باشه اسی جان من که به هیچ کدوم از عکسا نرسیدم فردا میشه عصر بذاری که انلاین باشم بتونم ببینم
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,رقص__پروانه,4299,وای ممنون از تاپیکتشما که سر در میاری میای تاپیک اخرم
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,مژدهگلی,1041,برای ابرو روغن سیاهدانه اصل بگیر بزن به ابروهات پر و مشکی میکنه ولی به مژه من زدم چشام رو خیلی سوزوند دیگه نزدم ولی اگر شما چشمات حساس نیست یبار به مژه هاتم بزن اگر خوب بود ادامه بده
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,مژدهگلی,1041,اسی الان سرت بو قرمه سبزی میده ؟؟😂😂
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,پادیلانتوس,2724,ممنونم گلم.🙏🙏🙏موهای ابروهام نازکه یه مقدار بور هستش.دلم میخواد پر بشع.
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,مژدهگلی,1041,روغه سیاهدانه عالیه
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,پادیلانتوس,2724,متشکرم گلم.❤️
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,پادیلانتوس,2724,😂😂😂😂
نکات کاربردی زندگی(بخش سلامت مو و پوست),397,فضون,22103,نمیاد یه چیز سفیدی گذاشتی عکست نیست لینک بده
نکات کاربردی زندگی(بخش سلامت مو و پوست) ,397,malakehhhhhhhhh,3736,ممنون میشم این ۳ تا سوالم جواب بدی 🙈 همشو خدا خیرت بده
نکات کاربردی زندگی(بخش سلامت مو و پوست) ,397,malakehhhhhhhhh,3736,ببخشید ینی به زیر بغل نوره بزنی باعث کوچیک شدن سی.نه ها میشه ؟؟؟ اگر اینطوریه من اصلا استفاده نکنم چون نمیخوام کوچیک شه دوست دارم بزرگتر سه
نکات کاربردی زندگی(بخش سلامت مو و پوست) ,397,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
نکات کاربردی زندگی(بخش سلامت مو و پوست) ,397,malakehhhhhhhhh,3736,اها فقط ۲ ماه  خوبهههه  .  اون ترکای قدیمیت که میگی مال سال ۸۵ بود اونارو چندماه زدی گلم که کاملا صاف شدن ؟؟؟؟ بعد الان اونجایی که با روغن زیتون ترکش برطرف شد صافه صافشده مثل پوست عادی ؟؟؟؟؟
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,ارغوان186,12548,تا وقتی که ملت پول بدن و استقبال کنن
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,_سایه_مااه_,409,حق میگی
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,18zm2644a,1320,https://rubika.ir/zekredastejamiiگروه ذکر و دعاهای مشکل گشا دسته جمعی
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,خزان_نارنجی,30108,الان صنف ارایشگران جوابتو میدن😁
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,97shabna84m,1916,کاملا درسته از منه مهندس زیاد میگیره
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,رجا,2598,متاسفم واسه خودمون که پول زحمت کشیده مون رو میدیم به آرایشگرا واقعا پولی که می گیرن با کاری که انجام میدن برابری نمیکنه...
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,20raana20,612,من کجا برم حقوق وزارت کار بهم بدن؟ من ارشدم دانشگاه دولتی بودم کلا ولی حقوق وزارت کارم ندارم
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,marimilkyway,2898,دارن مملكت رو خراب ميكننهمش برنامه ريزي شدست كسايي هم كه مثل منو شما درس خوندن ، راهي جز رفتن ندارن
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,یاسے,9629,ماهی ۶۰۰؟اینا ی رنگ میزنن ۱ یا ۲ تومن درامد دارن روزی فکر کن فقط رنگ مو ساده رو تو ۳۰ روز بزنن و روزی دونفرم باشه چقدردمیشه
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,yamahdy,5265,حقتماااام
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,رجا,2598,😅 فرااااار
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,موبنفشی,492,وسایل ارایشی هم هرروز گرون تر  میشه
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,joodi_aboot,2099,خب دیگه همینه شرایط مردم هم خرج می کنن خب
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,1378aramash,2710,خب ندن چاقو زیر گلو کسی نزاشتن اون قیمت میده یکی دلش بخواد میده یکی نخواد نمیده
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,هعیییی2,9036,خب همینه دیگ چرا حرص میخوری با درس نخوندنم میشه ب جایی رسید مهم اون هدفته و کاری ک میخوای بکنی
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,nazi_m20,9210,اوضاع همینه متاسفانه و اینجوری هم میمونهتا وقتی مردم برای درس خوندن حاضر نیستن 1 میلیون هزینه کنن ولی برای رنگ مو و شب عروسی 10 به بالا حاضرن هزینه کنن همین میشهمن خودمم دانشجو ام میفهمم چی میگی ولی چاره ای نیست داره اوضاع مالی فشار میره رفتم جور کردم کلاس ارایشگری ثبت نام کردم طرف کلاه گذاشت سرم نصفه یادم دادالانم دارم میرم ی جای دیگه اموزش ببینمچون میدونم هرچقدر که درس بخونم لابد باید برم نهایت منشی بشم
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,۰۰۱۰,27766,پول اکثر ارایشگرا برکت نداره
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,marimilkyway,2898,٦٠٠ ميليون منظورشه
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم,488,خزان_نارنجی,30108,😂
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,ایلشاه_هفتم,17578,خیلی زرنگن بعضیاشون دیدک بعضی دکترا و ارایشگرا برای فرار مالیاتی کارتخوان قبول نمیکنند میگن نقد ولی دستفروش بیچاره از کارت خوان میکشه و مالیاتشو میده
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,پيشول_يه_بارتعليق,402,چ فرق يه داره واسع خانومي ك ميره يه رنگ ميذاره روسرش و ٢ ميليون در مياد ؟؟ اون پزشك ١٥ سال از نوش رو ب سختي و بدبختي گذرونده با بوحيد حقوق ٤ يا ٥ تومن تا تونسته تخصصى رو بگيره .. دارند از علمش و عقلش استفاده ميكنه برا تشخيص، اون چن دقيقه هم بخود نيس ديگ ... شمام قطعا از اون دسته ادمايين ديگ ...طرف تو زعفرانيه ميشينه زورش مياد بچش رو برده مطب ١٥٠ ويزيت بده عقل در تن نباشه جان در خطر است
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,مینو_جان,1580,میدونم عزیزم خواهر خودمم پزشکه و اصلا پزشکی قابل قیاس با آرایشگری نیست. در کل دارم میگم  اینجا عدالت نیست توی درآمدا و مالیاتی که بهشون تعلق میگیره.چه زیادن دکترایی که فقط به فکر تیغ زدنن نه درمان. دکتر خوبم کم نیستا البته.درمورد آرایشگرم همینه مثلا واسه آرایش عروس مگه چیکار میکنن که برای یه شب ۷.۸ تومن میگیرن؟
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,ایلشاه_هفتم,17578,اگر به جای خرج های غیر ضرروی پیش تراپیست های خوب بریم هم حال خودمون بهتره هم حال جامعه یکمی بهتر میشه موافقم
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,نیلوفرخانوووم۵,3378,بحث دایره دید نیست وقتی کاری نمیشه کرد باید کنار بیای الان تو حق خودتو پاره کن ببین حقوقت اضافه میشه؟؟؟ یا مردم نمیرن ۱۰ تومن بیس تومن پول رنگ مو بدن یا دولت بخاطر تو میاد ازشون مالیات میگیره؟؟؟ اینجا ایرانه عزیز هیچی سر جاش نیست
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,مینو_جان,1580,وقتی چشمت رو ببندی دهنت رو باز کنی همینه.انسان اول باید شعور داشته باشه؛ بعد تبادل نظر کنه
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,ایلشاه_هفتم,17578,اسی یه کتاب صد برگ ۶٠هزار تومان که نوشته داره ولی یه دفتر صد برگ خالی ۱۵٠تا ۲٠٠ تومن خیلی عجیب
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,پيشول_يه_بارتعليق,402,بله دقيقا ديگ ب طرف داري ميگي خال روحيت اينجوره  برو پيش فلان تراپيست يا روانكاو بهش بر ميخوره ك ن من چيزيم نيسخب اگ چيزيت نيس برو ماهي ٢ يا ٣ تومن فقط بده بعد رنگ مو و حرف الكي نزن ك فلأنه خالم و بهمانه حالم ايران ك داره ب ويرانه ميره ... بچه هايي ك دارن تلاش ميكنن و درس ميخونن و كم كمش ٦ سال بي پولي ميكشن تو ️هر رشته اي . حقي ندارن جايي ...با اين منوال هم تبديل ميشيم ب كشوري ك مصرف مواد ارايشي رو تو جهان جزو رتبه هاي أوله اما از لحاظ فرهنگ وسوادِ زندگي  اخريم هميشه
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,ایلشاه_هفتم,17578,موافقم حرف منطقی جوابی نداره...
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,موبنفشی,492,یعنی چی؟؟
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,پيشول_يه_بارتعليق,402,شما دارين كافيه تا جامعه رو نفهمين همينه كسي هم با شما نبود ك دارين و ريپ ميزنين ...
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,mami_hamta,10274,یعنی کاملا پاک و طیب نیست
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,پيشول_يه_بارتعليق,402,حق تا ابد
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,موبنفشی,492,خیلی ها رو میشناسم ارایشگر نیستن ولی  خرابن
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,ملورین_ملانی,733,۶۰۰ ملیون عزیزم
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,mami_hamta,10274,چه ربطی داره؟مگه من گفتم ارایشگرا خرابن؟
چه وضع مزخرفیه ک ارایشگره میاد میگه من ماهی۶۰۰تومن درامد دارم ,488,ملورین_ملانی,733,اسی درکت میکنم، ،،ولی همین محصل های شاغل والا ازدواج هم نکردن ولی میبینی همه موهای رنگ شده ناخن ها کاشت،،،پس تقاضا زیاده که عرضه ام زیاد شده
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,آب_آلبالو,28143,کیلومترها😂
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,_پوکرفیس_,11329,هیچ
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,گوهرخانوم,2541,سه سایز
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,,,بچه ها باورتون نمیشه! برای بچم از «داستان من» با اسم و عکس خودش کتاب سفارش دادم، امروز رسید خیلی جذذذابه، شما هم برید ببینید، خوندن همه کتابها با اسم بچه خودتون مجانیه، کودکتون قهرمان داستان میشه، اینجا میتونید مجانی بخونید و سفارش بدید.
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,tangerine,6680,اندام موردعلاقه‌م رو دارمچهره‌م رو هم پذیرفتمزیاد سخت نمی‌گیرم 😄
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,0atrin0,1755,يك قدم اونم با اندام مورد علاقم ظاهرمو دوس😁
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,ایدا۶۸,2544,خیلی کم
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,qazalnazi67,3185,فاصلم باهاش صفر بود تا همین نه ماه پیش الان حدودا ۱۲ کیلو باهاش فاصله دارم تمام هیکل و صورتم هم ورمه😂
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,niusha88,7947,عمل بینی هرچند بینیم میاد به چهرم اما خب دوس دارم عمل کنم و یه دو کیلو دیگه لاغر شمو ارتودنسی دندونام تمام
با چهره و اندام موردعلاقتون چقد فاصله دارید؟,1,رزسفید_27,307,هزاران متر😅😅
